polarity,sentence,lem_words,lem_type
2.0,Go there to relax and feel like your somewhere else.,go there relax feel somewhere else,VB RB VB VB RB RB
2.0,"The food was very good, a great deal, and the place its self was great.",food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ
2.0,We took advanatage of the half price sushi deal on saturday so it was well worth it.,take advanatage half price sushi deal saturday be well,VB NN NN NN NN NN NN VB RB
2.0,"Great food, good size menu, great service and an unpretensious setting.",great food good size menu great service unpretensious set,JJ NN JJ NN NN JJ NN JJ VB
2.0,and yes Dal Bukhara is so dam good and so are all the kababs.,yes dal bukhara be dam good so be kabab,RB JJ NN VB NN JJ RB VB NN
2.0,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN
2.0,Very affordable and excellent ambient!,very affordable excellent ambient,RB JJ JJ NN
2.0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,place be bistro mean simple dish wine serve efficiently bustling atmosphere,NN VB NN VB JJ NN NN VB RB JJ NN
2.0,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food be diamond rough food be delicious homemade perfect balance herb tomato,NN VB NN JJ NN VB JJ JJ JJ NN NN NN
2.0,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",atmosphere be not greatest suppose be keep price,NN VB RB JJ VB VB VB NN
2.0,"The service was attentive, yet discreet.",service be attentive yet discreet,NN VB JJ RB JJ
2.0,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,find difficult dine other japanese restaurant visit mizu,VB JJ VB JJ JJ NN NN VB
2.0,"Not only is the cuisine the best around, the service has always been attentive and charming.",not only be cuisine best service have always be attentive charming,RB RB VB NN JJ NN VB RB VB JJ JJ
2.0,It was wonderful.,be wonderful,VB JJ
2.0,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",venture island manhattan seem find great italian restaurant drive corona,NN NN JJ VB VB JJ JJ NN NN NN
2.0,The price very reasonable.,price very reasonable,NN RB JJ
2.0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place be only few month old be perhaps queen biggest secret,NN VB RB JJ NN JJ VB RB NN JJ VB
2.0,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",recommend jelly fish drunken chicken soupy dumpling certainly stir fry blue crab,VB NN JJ JJ NN JJ NN RB NN NN JJ NN
2.0,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,pizza wine be excellent service too really make place be backyard dine area,NN NN VB JJ NN RB RB VB NN VB NN VB NN
2.0,The sake menu should not be overlooked!,sake menu not be overlooked,NN NN RB VB JJ
2.0,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN
2.0,This is a fun restaurant to go to.,be fun restaurant go,VB NN NN VB
2.0,"Overall, excellent restaurant!",overall excellent restaurant,JJ JJ NN
2.0,sometimes i get good food and ok service.,sometimes get good food service,RB VB JJ NN NN
2.0,"We concluded with tiramisu chocolate cake, both were delicious.",conclude tiramisu chocolate cake be delicious,VB NN NN NN VB JJ
2.0,"If the weather is nice, try to snag an outside table.",weather be nice try snag outside table,NN VB JJ NN NN JJ NN
2.0,The design and atmosphere is just as good.,design atmosphere be just good,NN NN VB RB JJ
2.0,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",tell be go cover garden glass winter be look forward go there snowy night enjoy,VB VB VB VB NN NN NN VB VB RB VB RB JJ NN VB
2.0,Nice Family owned traditional restaurant.,nice family own traditional restaurant,JJ NN VB JJ NN
2.0,Check this place out!,check place out,NN NN RB
2.0,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,have highly recommend lobster roll not much mayo tell be fresh lobster,VB RB VB NN NN RB JJ NN VB VB JJ NN
2.0,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",ve also be amaze new addition past few year new jazz bar most fantastic dining garden best thin crust pizza now lasagna menu be die be not average lasagna,NN RB VB VB JJ NN JJ JJ NN JJ NN NN RB JJ NN NN JJ JJ NN NN RB JJ NN VB VB VB RB NN NN
2.0,Everyone was more then happy with his choices.,everyone be more then happy choice,NN VB RB RB JJ NN
2.0,The food is excellent! ,food be excellent,NN VB JJ
2.0,The place was nice and calm.,place be nice calm,NN VB JJ VB
2.0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere be nothing special feel sushi establishment tokyo,NN VB NN JJ VB NN NN NN
2.0,Cozy romantic atomosphere with only around 15 tables at most.,cozy romantic atomosphere only table most,JJ JJ RB JJ NN JJ
2.0,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,quaint romantic trattoria be top manhattan restaurant list,JJ JJ NN VB NN JJ NN NN
2.0,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,combination super fresh ingredient dish be unusual really delicious,NN JJ JJ NN NN VB JJ RB JJ
2.0,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN
2.0,"Everything was wonderful; food, drinks, staff, mileau.",everything be wonderful food drink staff mileau,NN VB JJ NN NN NN NN
2.0,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",serve uni hand roll never have before let tell be heaven,VB JJ NN NN RB VB RB VB VB VB NN
2.0,The place is so cool and the service is prompt and curtious.,place be so cool service be prompt curtious,NN VB RB JJ NN VB JJ JJ
2.0,Not the typical NYC gimmick theme restaurant.,not typical nyc gimmick theme restaurant,RB JJ NN NN NN NN
2.0,Fresh ingredients and everything is made to order.,fresh ingredient everything be make order,JJ NN NN VB VB NN
2.0,love the food.,love food,VB NN
2.0,Hats off to the chef.,hat chef,NN NN
2.0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view be breathtaking service be top notch ambiance be wonderfull,NN VB JJ NN VB JJ NN NN VB JJ
2.0,The best pad thai i've ever had.,best pad thai have ever have,JJ NN NN VB RB VB
2.0,"Cute place, nice wait staff but would never go there again.",cute place nice wait staff never go there again,JJ NN JJ NN NN RB VB RB RB
2.0,This is one of my favorite restaurants and it is not to be missed.,be favorite restaurant be not be miss,VB JJ NN VB RB VB VB
2.0,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN
2.0,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,warm friendly winter terrific outdoor seating warmer month,JJ JJ NN JJ JJ NN JJ NN
2.0,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy tuna roll be huge probably best ve have price range,JJ NN NN VB JJ RB JJ NN VB NN NN
2.0,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",first time go be completely take live jazz band atmosphere order lobster cobb salad,JJ NN VB VB RB VB JJ NN NN NN VB NN JJ NN
2.0,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN
2.0,"The lamb was tender so full of flavor, the dessert was divine!!",lamb be tender full flavor dessert be divine,NN VB NN JJ NN NN VB JJ
2.0,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,restaurant do not try do anything serve great food great service pleasant atmosphere,NN VB RB VB VB NN NN JJ NN JJ NN JJ NN
2.0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",have be cafe spice probably time be probably still best indian restaurant union square,VB VB NN NN RB NN VB RB RB JJ JJ NN NN NN
2.0,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,enjoy very nice caesar salad wife have arugula goat cheese very tasty,VB RB JJ NN NN NN VB NN NN NN RB JJ
2.0,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service be excellent decor be great food be delicious come large portion,NN VB JJ NN VB JJ NN VB JJ VB JJ NN
2.0,highly recommended.,highly recommend,RB VB
2.0,The place itself is beautiful the bar scene seems to be happening.,place be beautiful bar scene seem be happen,NN VB JJ NN NN VB VB VB
2.0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",thalia be beautiful restaurant beautiful person serve food do not quite match,NN VB JJ NN JJ NN VB NN VB RB RB VB
2.0,"The food was very good, a great deal, and the place its self was great.",food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ
